datedeces,Count
2001-05-15,1
2001-05-14,1
2001-03-27,1
2001-03-26,1
2001-03-09,1
2001-02-19,1
2001-02-02,1
2001-02-01,1
2000-12-27,1
2000-12-24,1
2000-12-18,1
2000-12-14,1
2000-12-13,1
2000-11-23,1
2000-11-13,1
2000-11-06,1
2000-11-04,1
2000-10-25,2
2000-10-16,1
2000-10-09,1
2000-10-02,1
2000-09-25,1
2000-09-18,1
2000-09-08,1
2000-08-30,2
2000-08-28,1
2000-08-22,1
2000-08-21,1
2000-08-19,1
2000-08-17,1
2000-08-10,1
2000-07-28,1
2000-07-27,1
2000-07-03,2
2000-06-26,1
2000-06-07,1
2000-05-24,2
2000-05-23,1
2000-03-10,1
2000-03-08,2
2000-03-04,1
2000-02-28,1
2000-02-20,1
2000-02-01,1
2000-01-28,1
2000-01-15,1
2000-01-14,1
2000-01-06,2
2000-01-01,1
1999-12-31,1
1999-12-30,1
1999-12-09,1
1999-12-03,1
1999-11-30,1
1999-11-16,1
1999-11-06,1
1999-11-01,1
1999-10-15,1
1999-10-11,1
1999-10-09,1
1999-09-20,1
1999-09-11,1
1999-09-08,1
1999-08-09,1
1999-07-21,2
1999-07-13,1
1999-07-01,1
1999-06-06,1
1999-05-13,1
1999-04-27,1
1999-03-22,1
1999-03-21,1
1999-03-11,1
1999-03-06,1
1999-02-07,1
1999-01-25,1
1999-01-09,1
1998-10-30,1
1998-10-24,1
1998-10-09,1
1998-09-13,1
1998-08-05,1
1998-03-19,1
1998-02-20,1
1998-02-16,1
1998-01-11,1
1997-12-13,1
1997-12-11,1
1997-11-29,1
1997-11-24,1
1997-11-20,1
1997-11-14,1
1997-11-09,1
1997-10-27,1
1997-10-16,1
1997-10-12,1
1997-10-07,1
1997-10-04,1
1997-10-01,1
1997-07-16,1
1997-05-11,1
1997-04-02,1
1997-03-25,1
1997-02-01,1
1997-01-19,1
1996-10-13,2
1996-09-18,1
1996-07-14,1
1996-03-24,1
1995-12-30,1
1995-12-24,1
1995-12-12,1
1995-11-28,1
1995-11-09,1
1995-11-07,1
1995-10-13,1
1995-09-30,1
1995-09-13,1
1995-09-09,1
1995-08-25,1
1995-08-20,1
1995-08-13,1
1995-08-08,1
1995-07-29,1
1995-07-17,1
1995-07-08,1
1995-07-01,1
1995-06-26,1
1995-06-16,1
1995-06-13,1
1995-05-24,1
1995-05-03,1
1995-04-07,1
1995-03-22,1
1995-02-25,1
1995-01-27,1
1995-01-11,1
1994-11-28,2
1994-04-29,1
1994-04-11,1
1994-03-25,1
1994-03-05,1
1994-01-26,1
1993-12-30,1
1993-12-13,1
1993-08-18,1
1993-04-07,2
1993-03-23,1
1993-03-17,1
1993-03-12,2
1993-03-10,1
1993-03-03,1
1993-02-24,1
1992-11-12,1
1992-10-22,1
1991-08-25,1
1991-01-10,1
1990-10-27,1
1990-09-23,1
1990-08-10,2
1990-07-18,1
1990-07-01,1
1990-03-29,1
1989-12-27,1
1989-12-26,1
1989-10-03,1
1989-08-17,1
1989-07-24,1
1989-05-11,1
1987-09-23,1
1987-06-21,1
1987-01-27,1
1987-01-03,1
1987-01-01,1
1986-07-13,1
1986-04-20,1
1986-04-16,1
1986-03-10,1
1985-09-11,1
1985-08-09,1
1985-01-22,1
1984-12-31,1
1984-12-04,1
1984-11-11,1
1984-10-19,1
1984-10-12,1
1984-09-26,1
1984-09-18,1
1984-09-09,1
1984-07-12,1
1984-07-01,2
1984-06-30,1
1984-05-27,1
1984-05-05,1
1984-05-01,1
1984-04-16,1
1984-03-27,1
1984-01-22,1
1984-01-08,1
1983-10-24,1
1983-10-04,1
1983-09-29,1
1983-09-25,1
1983-09-18,1
1983-02-28,1
1982-07-25,1
1982-07-20,1
1981-03-30,1
1980-10-04,1
1980-07-15,1
1980-03-06,1
1979-06-02,1
1979-04-27,1
1977-03-06,1
1976-04-08,1
1976-03-10,1
1974-12-23,1
1972-08-30,1
1972-05-27,1
1972-05-19,1
1972-03-27,1
1972-03-21,1
1972-02-18,1
1972-01-12,1
1972-01-11,1
1971-09-30,1
1970-02-24,1
1970-01-14,1
1969-05-03,1
1969-02-16,1
1969-01-22,1
1968-01-18,1
1967-11-14,1
1967-06-29,1
1965-11-24,1
1965-10-11,1
1964-06-14,1
1963-12-17,1
1958-06-30,1
1958-03-12,1
1948-01-25,1
1946-04-19,1
1945-08-18,1
1942-10-22,1
1936-03-20,1
1932-03-11,1
1926-02-13,1
